tsne_1,tsne_2,method,gas_class
-8.530688,41.442474,EEGNet-like Baseline,5
-6.2283564,52.05576,EEGNet-like Baseline,5
-24.25412,-63.76382,EEGNet-like Baseline,5
-17.212551,13.082755,EEGNet-like Baseline,5
-10.28319,39.362686,EEGNet-like Baseline,5
-12.104563,31.42201,EEGNet-like Baseline,5
-23.73517,-64.85737,EEGNet-like Baseline,5
-7.81955,41.056507,EEGNet-like Baseline,5
-8.702615,48.921177,EEGNet-like Baseline,5
-17.341875,13.009059,EEGNet-like Baseline,5
-6.783578,44.27278,EEGNet-like Baseline,5
-12.62492,32.18062,EEGNet-like Baseline,5
-17.425514,13.248753,EEGNet-like Baseline,5
-7.0622926,43.762936,EEGNet-like Baseline,5
-13.278703,31.903389,EEGNet-like Baseline,5
-21.433718,-63.59034,EEGNet-like Baseline,5
-10.38145,40.256832,EEGNet-like Baseline,5
-7.3902774,52.49941,EEGNet-like Baseline,5
-17.746462,-94.68791,EEGNet-like Baseline,6
-8.709662,-80.0999,EEGNet-like Baseline,6
-14.33473,-91.424866,EEGNet-like Baseline,6
-18.137913,-94.452835,EEGNet-like Baseline,6
-0.32552686,-61.27024,EEGNet-like Baseline,6
-17.768417,-94.65912,EEGNet-like Baseline,6
-17.948505,-94.45888,EEGNet-like Baseline,6
-1.1836578,-62.016598,EEGNet-like Baseline,6
-47.139797,-74.13557,EEGNet-like Baseline,6
-44.67913,-74.81797,EEGNet-like Baseline,6
-27.924828,-66.06313,EEGNet-like Baseline,6
-42.82431,-75.15164,EEGNet-like Baseline,6
-45.91203,-74.41667,EEGNet-like Baseline,6
-44.955296,-74.38145,EEGNet-like Baseline,6
-30.636726,-76.031715,EEGNet-like Baseline,6
-32.933456,-76.15466,EEGNet-like Baseline,6
-45.79005,-73.676025,EEGNet-like Baseline,6
-0.80428666,-61.855793,EEGNet-like Baseline,6
-46.357124,-74.579315,EEGNet-like Baseline,6
-27.985266,-66.01289,EEGNet-like Baseline,6
-32.92755,-76.141846,EEGNet-like Baseline,6
-45.61977,-74.45787,EEGNet-like Baseline,6
-1.0053439,-61.96689,EEGNet-like Baseline,6
-46.32756,-73.84332,EEGNet-like Baseline,6
-45.05197,-75.079216,EEGNet-like Baseline,6
-1.1387547,-61.999165,EEGNet-like Baseline,6
-30.693893,-76.545395,EEGNet-like Baseline,6
-43.197807,-74.81167,EEGNet-like Baseline,6
-45.522514,-74.866356,EEGNet-like Baseline,6
-46.42589,-74.12787,EEGNet-like Baseline,6
-44.95269,-74.869225,EEGNet-like Baseline,6
-45.39372,-73.61623,EEGNet-like Baseline,6
-1.2642665,-62.265324,EEGNet-like Baseline,6
-46.23285,-73.43888,EEGNet-like Baseline,6
-44.81833,-74.18256,EEGNet-like Baseline,6
-30.820171,-76.293144,EEGNet-like Baseline,6
-43.006935,-75.22975,EEGNet-like Baseline,6
-30.735216,-76.32199,EEGNet-like Baseline,6
-43.344543,-75.03011,EEGNet-like Baseline,6
-46.005875,-72.88017,EEGNet-like Baseline,6
-1.3190174,-62.75636,EEGNet-like Baseline,6
-47.471653,-71.471855,EEGNet-like Baseline,6
-45.565277,-73.48339,EEGNet-like Baseline,6
-45.131653,-73.15081,EEGNet-like Baseline,6
-30.582031,-75.61014,EEGNet-like Baseline,6
-43.404198,-75.37303,EEGNet-like Baseline,6
-45.56752,-73.27723,EEGNet-like Baseline,6
-21.429247,-63.700134,EEGNet-like Baseline,6
-47.087658,-71.94772,EEGNet-like Baseline,6
-46.44726,-72.80181,EEGNet-like Baseline,6
-43.921654,-74.22753,EEGNet-like Baseline,6
-0.95262754,-62.904415,EEGNet-like Baseline,6
-29.929071,-78.762794,EEGNet-like Baseline,6
-42.85942,-75.16346,EEGNet-like Baseline,6
-45.047646,-73.95211,EEGNet-like Baseline,6
-2.8287992,-62.594036,EEGNet-like Baseline,6
-46.404655,-72.86189,EEGNet-like Baseline,6
-45.073895,-73.809044,EEGNet-like Baseline,6
-30.819677,-76.19673,EEGNet-like Baseline,6
-43.54571,-74.7522,EEGNet-like Baseline,6
-45.957165,-73.40107,EEGNet-like Baseline,6
-30.414318,-76.508194,EEGNet-like Baseline,6
-43.807644,-75.06744,EEGNet-like Baseline,6
-45.88668,-73.18702,EEGNet-like Baseline,6
-2.170189,-63.032425,EEGNet-like Baseline,6
-46.75279,-72.44387,EEGNet-like Baseline,6
-44.61721,-74.26876,EEGNet-like Baseline,6
3.3173943,-57.222267,EEGNet-like Baseline,6
-16.168991,-94.042496,EEGNet-like Baseline,6
-13.523428,-91.37562,EEGNet-like Baseline,6
-7.7388434,-78.50047,EEGNet-like Baseline,6
-12.873875,-89.49432,EEGNet-like Baseline,6
-14.40675,-91.90544,EEGNet-like Baseline,6
-24.33801,-85.82712,EEGNet-like Baseline,6
-8.459458,-77.01477,EEGNet-like Baseline,6
-21.369837,-81.33825,EEGNet-like Baseline,6
-24.84558,-86.02223,EEGNet-like Baseline,6
3.9637673,-57.4588,EEGNet-like Baseline,6
-29.586412,-85.120346,EEGNet-like Baseline,6
-7.5292816,-78.940056,EEGNet-like Baseline,6
-21.317772,-81.3614,EEGNet-like Baseline,6
-24.229027,-85.67262,EEGNet-like Baseline,6
2.7184463,-57.916805,EEGNet-like Baseline,6
-30.834515,-85.30328,EEGNet-like Baseline,6
-26.043827,-80.96736,EEGNet-like Baseline,6
3.9002104,-59.313744,EEGNet-like Baseline,6
-9.436302,-79.15959,EEGNet-like Baseline,6
-23.535624,-80.85076,EEGNet-like Baseline,6
-26.195948,-84.62504,EEGNet-like Baseline,6
-29.88209,-84.88613,EEGNet-like Baseline,6
-26.753958,-84.54517,EEGNet-like Baseline,6
-27.541965,-82.89757,EEGNet-like Baseline,6
3.0577238,-57.788128,EEGNet-like Baseline,6
-30.92935,-84.92354,EEGNet-like Baseline,6
-26.297417,-81.13288,EEGNet-like Baseline,6
-8.566803,-78.935524,EEGNet-like Baseline,6
-22.800827,-81.10997,EEGNet-like Baseline,6
-8.614139,-79.117966,EEGNet-like Baseline,6
-22.61454,-80.490166,EEGNet-like Baseline,6
-26.581749,-81.2858,EEGNet-like Baseline,6
4.3203983,-57.231056,EEGNet-like Baseline,6
-30.8042,-85.044754,EEGNet-like Baseline,6
-28.0478,-82.43038,EEGNet-like Baseline,6
-26.17584,-81.234886,EEGNet-like Baseline,6
-8.359172,-78.241905,EEGNet-like Baseline,6
-23.23921,-80.701485,EEGNet-like Baseline,6
-27.905851,-81.761665,EEGNet-like Baseline,6
3.9750059,-57.5225,EEGNet-like Baseline,6
-31.58523,-85.765526,EEGNet-like Baseline,6
-31.125526,-85.53289,EEGNet-like Baseline,6
-24.73122,-81.11104,EEGNet-like Baseline,6
4.745418,-56.069958,EEGNet-like Baseline,6
-10.485222,-78.66029,EEGNet-like Baseline,6
-21.26311,-80.53701,EEGNet-like Baseline,6
-26.200874,-81.33188,EEGNet-like Baseline,6
2.8055432,-58.40992,EEGNet-like Baseline,6
-31.159428,-87.784096,EEGNet-like Baseline,6
-28.190819,-82.40046,EEGNet-like Baseline,6
-10.025579,-78.30962,EEGNet-like Baseline,6
-23.41416,-80.53543,EEGNet-like Baseline,6
-28.060411,-82.747345,EEGNet-like Baseline,6
-9.879999,-78.8435,EEGNet-like Baseline,6
-23.428286,-80.222565,EEGNet-like Baseline,6
-30.87521,-84.93169,EEGNet-like Baseline,6
3.4522433,-58.19803,EEGNet-like Baseline,6
-31.041231,-85.32407,EEGNet-like Baseline,6
-28.91224,-82.86927,EEGNet-like Baseline,6
3.5849204,-58.136124,EEGNet-like Baseline,6
-30.54413,-87.73926,EEGNet-like Baseline,6
-23.052673,-83.418655,EEGNet-like Baseline,6
-8.404365,-78.37571,EEGNet-like Baseline,6
-20.945986,-80.71556,EEGNet-like Baseline,6
-30.318579,-85.95014,EEGNet-like Baseline,6
-26.474327,-82.84538,EEGNet-like Baseline,6
-8.36313,-79.196014,EEGNet-like Baseline,6
-21.868988,-81.4139,EEGNet-like Baseline,6
-25.927748,-85.980484,EEGNet-like Baseline,6
4.849859,-60.21222,EEGNet-like Baseline,6
-28.188349,-86.32094,EEGNet-like Baseline,6
-8.729646,-78.820435,EEGNet-like Baseline,6
-22.368877,-82.24817,EEGNet-like Baseline,6
-27.185984,-82.79584,EEGNet-like Baseline,6
3.2501464,-59.627052,EEGNet-like Baseline,6
-28.043718,-85.35567,EEGNet-like Baseline,6
-25.987963,-84.91432,EEGNet-like Baseline,6
2.0993035,-58.894997,EEGNet-like Baseline,6
-10.941289,-78.71043,EEGNet-like Baseline,6
-22.615381,-83.48553,EEGNet-like Baseline,6
-26.25666,-85.466034,EEGNet-like Baseline,6
-30.232912,-88.702286,EEGNet-like Baseline,6
-27.56631,-83.38054,EEGNet-like Baseline,6
-26.479225,-85.16179,EEGNet-like Baseline,6
3.323261,-59.373344,EEGNet-like Baseline,6
-30.483511,-88.26929,EEGNet-like Baseline,6
-26.121506,-84.55965,EEGNet-like Baseline,6
-10.472454,-78.3424,EEGNet-like Baseline,6
-21.984467,-80.43393,EEGNet-like Baseline,6
-8.668769,-78.342186,EEGNet-like Baseline,6
-23.19975,-79.69761,EEGNet-like Baseline,6
-26.52729,-85.65914,EEGNet-like Baseline,6
5.089397,-58.60485,EEGNet-like Baseline,6
-30.536285,-87.74269,EEGNet-like Baseline,6
-26.585485,-84.33334,EEGNet-like Baseline,6
-26.096733,-83.11018,EEGNet-like Baseline,6
-8.717525,-78.83797,EEGNet-like Baseline,6
-22.122654,-81.20516,EEGNet-like Baseline,6
-28.561321,-87.08688,EEGNet-like Baseline,6
1.9589448,-59.60658,EEGNet-like Baseline,6
-30.840328,-88.57633,EEGNet-like Baseline,6
-30.215626,-87.32944,EEGNet-like Baseline,6
-27.243996,-84.09964,EEGNet-like Baseline,6
4.808801,-59.587452,EEGNet-like Baseline,6
-11.896583,-78.914955,EEGNet-like Baseline,6
-22.268549,-81.620804,EEGNet-like Baseline,6
-27.954708,-85.39824,EEGNet-like Baseline,6
3.1020484,-61.06677,EEGNet-like Baseline,6
-30.7384,-88.053,EEGNet-like Baseline,6
-24.880627,-82.00912,EEGNet-like Baseline,6
-9.825989,-78.28978,EEGNet-like Baseline,6
-21.893461,-80.67965,EEGNet-like Baseline,6
-24.830793,-84.99103,EEGNet-like Baseline,6
-9.474799,-77.543434,EEGNet-like Baseline,6
-23.568708,-80.89156,EEGNet-like Baseline,6
-28.052063,-84.88378,EEGNet-like Baseline,6
3.0277758,-59.982372,EEGNet-like Baseline,6
-31.254166,-88.575325,EEGNet-like Baseline,6
-26.455936,-84.95897,EEGNet-like Baseline,6
-2.2538123,-63.121243,EEGNet-like Baseline,6
-46.19423,-74.35222,EEGNet-like Baseline,6
-44.67288,-80.076996,EEGNet-like Baseline,6
-30.437824,-76.99398,EEGNet-like Baseline,6
-44.09222,-79.016884,EEGNet-like Baseline,6
-44.869423,-80.06292,EEGNet-like Baseline,6
-44.858566,-80.24482,EEGNet-like Baseline,6
-30.231224,-77.26065,EEGNet-like Baseline,6
-44.267525,-79.760056,EEGNet-like Baseline,6
-44.309353,-80.05875,EEGNet-like Baseline,6
-1.7614754,-63.11105,EEGNet-like Baseline,6
-45.86629,-81.64499,EEGNet-like Baseline,6
-30.322313,-77.2645,EEGNet-like Baseline,6
-44.25591,-78.23264,EEGNet-like Baseline,6
-46.02413,-80.82593,EEGNet-like Baseline,6
-2.3122087,-62.15376,EEGNet-like Baseline,6
-45.68795,-80.94036,EEGNet-like Baseline,6
-44.585644,-80.490204,EEGNet-like Baseline,6
-2.0754502,-62.617607,EEGNet-like Baseline,6
-30.244957,-77.88851,EEGNet-like Baseline,6
-43.68154,-78.8306,EEGNet-like Baseline,6
-45.018593,-81.62529,EEGNet-like Baseline,6
-45.487087,-81.47585,EEGNet-like Baseline,6
-44.979107,-80.79068,EEGNet-like Baseline,6
-45.62946,-81.472786,EEGNet-like Baseline,6
-2.4008572,-63.04515,EEGNet-like Baseline,6
-45.697563,-81.69863,EEGNet-like Baseline,6
-45.285892,-80.81167,EEGNet-like Baseline,6
-30.223394,-78.23243,EEGNet-like Baseline,6
-43.926636,-79.04517,EEGNet-like Baseline,6
-30.233072,-78.05388,EEGNet-like Baseline,6
-43.774227,-79.033455,EEGNet-like Baseline,6
-45.504734,-81.94805,EEGNet-like Baseline,6
-2.4821324,-62.958275,EEGNet-like Baseline,6
-45.20809,-81.521935,EEGNet-like Baseline,6
-44.795376,-80.8826,EEGNet-like Baseline,6
-44.830368,-80.84213,EEGNet-like Baseline,6
-30.157911,-78.20123,EEGNet-like Baseline,6
-44.31974,-78.59493,EEGNet-like Baseline,6
-45.460342,-81.61426,EEGNet-like Baseline,6
-1.8630543,-62.896076,EEGNet-like Baseline,6
-45.947376,-82.05234,EEGNet-like Baseline,6
-45.73137,-81.42743,EEGNet-like Baseline,6
-45.06184,-80.67862,EEGNet-like Baseline,6
-2.4408379,-63.072952,EEGNet-like Baseline,6
-30.308651,-77.61632,EEGNet-like Baseline,6
-43.972065,-78.75852,EEGNet-like Baseline,6
-45.344738,-81.94414,EEGNet-like Baseline,6
-2.6366441,-62.838753,EEGNet-like Baseline,6
-45.339966,-82.33317,EEGNet-like Baseline,6
-43.630848,-80.15972,EEGNet-like Baseline,6
-30.376698,-77.08916,EEGNet-like Baseline,6
-43.535107,-79.54291,EEGNet-like Baseline,6
-44.936962,-80.99007,EEGNet-like Baseline,6
-30.363123,-77.240204,EEGNet-like Baseline,6
-43.542038,-79.69105,EEGNet-like Baseline,6
-44.87014,-81.05638,EEGNet-like Baseline,6
-1.7920732,-62.620667,EEGNet-like Baseline,6
-44.734196,-81.7046,EEGNet-like Baseline,6
-43.92358,-80.00786,EEGNet-like Baseline,6
2.792401,-61.44674,EEGNet-like Baseline,6
-54.71077,-21.158026,EEGNet-like Baseline,6
-13.760115,-91.68937,EEGNet-like Baseline,6
-8.051037,-77.27658,EEGNet-like Baseline,6
-12.858002,-89.560455,EEGNet-like Baseline,6
-16.52878,-95.21394,EEGNet-like Baseline,6
-24.313152,-86.56274,EEGNet-like Baseline,6
-8.727401,-77.67946,EEGNet-like Baseline,6
-12.983204,-90.28198,EEGNet-like Baseline,6
-15.0060215,-92.8509,EEGNet-like Baseline,6
2.360768,-60.40268,EEGNet-like Baseline,6
-16.554995,-94.5313,EEGNet-like Baseline,6
-8.734895,-76.953636,EEGNet-like Baseline,6
-12.851955,-89.33534,EEGNet-like Baseline,6
-14.004775,-91.555786,EEGNet-like Baseline,6
3.5240712,-61.114525,EEGNet-like Baseline,6
-16.438494,-94.2253,EEGNet-like Baseline,6
-13.273362,-90.75665,EEGNet-like Baseline,6
4.329292,-60.03782,EEGNet-like Baseline,6
-8.799301,-77.65016,EEGNet-like Baseline,6
-12.936773,-89.03888,EEGNet-like Baseline,6
-14.336751,-91.88653,EEGNet-like Baseline,6
-26.105131,-88.99379,EEGNet-like Baseline,6
-22.812006,-83.44239,EEGNet-like Baseline,6
-25.21916,-86.70111,EEGNet-like Baseline,6
2.861964,-60.997482,EEGNet-like Baseline,6
-25.426569,-88.52587,EEGNet-like Baseline,6
-22.782951,-83.78051,EEGNet-like Baseline,6
-8.973136,-77.68276,EEGNet-like Baseline,6
-21.490824,-81.69882,EEGNet-like Baseline,6
-8.106595,-77.46081,EEGNet-like Baseline,6
-21.932613,-80.71089,EEGNet-like Baseline,6
-26.32143,-85.46633,EEGNet-like Baseline,6
3.4146316,-61.053276,EEGNet-like Baseline,6
-25.847532,-87.79465,EEGNet-like Baseline,6
-23.408997,-84.39436,EEGNet-like Baseline,6
-23.848246,-80.35291,EEGNet-like Baseline,6
-9.339823,-77.086555,EEGNet-like Baseline,6
-21.614527,-80.89786,EEGNet-like Baseline,6
-24.323149,-85.615425,EEGNet-like Baseline,6
3.3119662,-60.326088,EEGNet-like Baseline,6
-30.625784,-88.01648,EEGNet-like Baseline,6
-28.519264,-86.61187,EEGNet-like Baseline,6
-26.712107,-82.39498,EEGNet-like Baseline,6
2.8616421,-60.18049,EEGNet-like Baseline,6
-10.6517315,-78.31892,EEGNet-like Baseline,6
-22.54815,-80.00234,EEGNet-like Baseline,6
-29.559406,-86.029655,EEGNet-like Baseline,6
3.0614102,-61.071484,EEGNet-like Baseline,6
-30.846914,-88.553314,EEGNet-like Baseline,6
-24.210415,-80.96319,EEGNet-like Baseline,6
-9.464774,-77.97332,EEGNet-like Baseline,6
-22.54733,-80.3395,EEGNet-like Baseline,6
-28.213276,-83.31359,EEGNet-like Baseline,6
-9.720607,-78.42645,EEGNet-like Baseline,6
-22.32431,-80.24336,EEGNet-like Baseline,6
-28.286339,-85.23157,EEGNet-like Baseline,6
3.7802925,-59.956863,EEGNet-like Baseline,6
-27.794554,-88.24971,EEGNet-like Baseline,6
-26.811605,-83.46145,EEGNet-like Baseline,6
3.3886049,-60.918644,EEGNet-like Baseline,6
-30.03717,-87.70539,EEGNet-like Baseline,6
-25.945396,-84.66506,EEGNet-like Baseline,6
-8.757969,-78.16756,EEGNet-like Baseline,6
-21.83074,-80.94593,EEGNet-like Baseline,6
-28.85641,-87.45971,EEGNet-like Baseline,6
-26.735931,-86.67561,EEGNet-like Baseline,6
-8.690684,-77.73337,EEGNet-like Baseline,6
-22.227404,-82.18568,EEGNet-like Baseline,6
-26.574144,-87.63486,EEGNet-like Baseline,6
2.9888196,-59.992306,EEGNet-like Baseline,6
-27.633165,-88.24904,EEGNet-like Baseline,6
-9.227892,-77.979774,EEGNet-like Baseline,6
-22.11825,-81.54236,EEGNet-like Baseline,6
-29.326115,-86.44546,EEGNet-like Baseline,6
2.9888556,-59.106377,EEGNet-like Baseline,6
-29.213516,-89.06395,EEGNet-like Baseline,6
-25.969162,-83.91396,EEGNet-like Baseline,6
2.3896508,-58.794014,EEGNet-like Baseline,6
-9.100771,-78.14858,EEGNet-like Baseline,6
-21.98632,-82.34652,EEGNet-like Baseline,6
-28.799696,-87.58548,EEGNet-like Baseline,6
-29.682493,-89.04744,EEGNet-like Baseline,6
-26.596657,-85.6304,EEGNet-like Baseline,6
-27.435474,-87.4664,EEGNet-like Baseline,6
1.9023787,-59.941364,EEGNet-like Baseline,6
-26.878391,-88.11758,EEGNet-like Baseline,6
-26.85822,-87.07628,EEGNet-like Baseline,6
-10.850324,-78.45293,EEGNet-like Baseline,6
-22.094854,-83.31568,EEGNet-like Baseline,6
-8.927938,-78.823875,EEGNet-like Baseline,6
-22.509089,-79.81675,EEGNet-like Baseline,6
-28.781696,-87.99294,EEGNet-like Baseline,6
2.352836,-59.03994,EEGNet-like Baseline,6
-29.039558,-88.83754,EEGNet-like Baseline,6
-23.911451,-86.119774,EEGNet-like Baseline,6
-23.753517,-85.88279,EEGNet-like Baseline,6
-10.106974,-77.68617,EEGNet-like Baseline,6
-22.029276,-83.825035,EEGNet-like Baseline,6
-28.613605,-87.80217,EEGNet-like Baseline,6
2.388034,-61.121338,EEGNet-like Baseline,6
-30.038044,-88.08185,EEGNet-like Baseline,6
-28.063068,-88.140175,EEGNet-like Baseline,6
-26.941246,-82.89659,EEGNet-like Baseline,6
2.8603613,-60.417564,EEGNet-like Baseline,6
-10.336567,-77.99846,EEGNet-like Baseline,6
-21.219187,-81.567955,EEGNet-like Baseline,6
-26.375484,-86.043304,EEGNet-like Baseline,6
2.1892982,-60.676594,EEGNet-like Baseline,6
-30.833101,-88.442825,EEGNet-like Baseline,6
-25.713037,-82.50736,EEGNet-like Baseline,6
-8.767804,-78.0904,EEGNet-like Baseline,6
-22.033066,-81.664764,EEGNet-like Baseline,6
-27.411777,-87.17666,EEGNet-like Baseline,6
-9.47258,-77.71956,EEGNet-like Baseline,6
-21.98396,-81.29116,EEGNet-like Baseline,6
-27.435528,-86.90763,EEGNet-like Baseline,6
4.27166,-59.561466,EEGNet-like Baseline,6
-30.521513,-88.403984,EEGNet-like Baseline,6
-26.287922,-85.04325,EEGNet-like Baseline,6
-50.5789,57.51164,Final Refined EEGNet (12/24),1
-66.14509,31.041662,Final Refined EEGNet (12/24),1
-53.481155,55.569775,Final Refined EEGNet (12/24),1
-63.266083,30.54498,Final Refined EEGNet (12/24),1
-53.143932,55.38067,Final Refined EEGNet (12/24),1
-43.827423,39.98971,Final Refined EEGNet (12/24),1
-64.61141,8.079614,Final Refined EEGNet (12/24),1
-42.632748,53.71632,Final Refined EEGNet (12/24),1
-50.897045,58.151703,Final Refined EEGNet (12/24),1
-51.244453,57.97235,Final Refined EEGNet (12/24),1
-66.366745,31.086863,Final Refined EEGNet (12/24),1
-52.62515,56.737762,Final Refined EEGNet (12/24),1
-47.05632,57.561512,Final Refined EEGNet (12/24),1
-64.44598,8.540924,Final Refined EEGNet (12/24),1
-42.96415,53.716858,Final Refined EEGNet (12/24),1
-43.196064,53.179405,Final Refined EEGNet (12/24),1
-51.376053,58.39123,Final Refined EEGNet (12/24),1
-64.24106,8.184515,Final Refined EEGNet (12/24),1
-65.89062,30.892998,Final Refined EEGNet (12/24),1
-52.841682,56.10398,Final Refined EEGNet (12/24),1
-47.061966,57.577457,Final Refined EEGNet (12/24),1
-64.65129,7.8456073,Final Refined EEGNet (12/24),1
-42.58883,53.671135,Final Refined EEGNet (12/24),1
-51.548958,56.241592,Final Refined EEGNet (12/24),1
-62.588596,30.231388,Final Refined EEGNet (12/24),1
-53.072617,55.66477,Final Refined EEGNet (12/24),1
-46.371483,56.070194,Final Refined EEGNet (12/24),1
-63.24023,30.70017,Final Refined EEGNet (12/24),1
-78.694275,42.05787,Final Refined EEGNet (12/24),1
-45.668407,56.546997,Final Refined EEGNet (12/24),1
-65.113014,6.74142,Final Refined EEGNet (12/24),1
-42.57183,53.87047,Final Refined EEGNet (12/24),1
-50.92316,56.39672,Final Refined EEGNet (12/24),1
-63.025875,6.2269974,Final Refined EEGNet (12/24),1
-46.353348,47.49665,Final Refined EEGNet (12/24),1
-49.766277,54.900814,Final Refined EEGNet (12/24),1
-66.42317,30.376457,Final Refined EEGNet (12/24),1
-51.22075,54.50535,Final Refined EEGNet (12/24),1
-47.660713,54.617905,Final Refined EEGNet (12/24),1
-48.424824,56.148777,Final Refined EEGNet (12/24),1
-64.84441,31.52089,Final Refined EEGNet (12/24),1
-52.66463,55.27814,Final Refined EEGNet (12/24),1
-48.724586,54.549805,Final Refined EEGNet (12/24),1
-63.543118,6.3511887,Final Refined EEGNet (12/24),1
-46.242344,47.677666,Final Refined EEGNet (12/24),1
-62.354317,28.496758,Final Refined EEGNet (12/24),1
-52.579212,56.823845,Final Refined EEGNet (12/24),1
-46.320408,55.63093,Final Refined EEGNet (12/24),1
-64.39963,6.320484,Final Refined EEGNet (12/24),1
-46.045467,48.03971,Final Refined EEGNet (12/24),1
-50.17957,54.25388,Final Refined EEGNet (12/24),1
-64.41974,7.357552,Final Refined EEGNet (12/24),1
-61.7566,34.236015,Final Refined EEGNet (12/24),1
-51.530327,55.968822,Final Refined EEGNet (12/24),1
-45.89109,55.44455,Final Refined EEGNet (12/24),1
-44.629555,55.312607,Final Refined EEGNet (12/24),1
-49.419796,55.032936,Final Refined EEGNet (12/24),1
-45.53726,55.445686,Final Refined EEGNet (12/24),1
-65.43025,6.5813537,Final Refined EEGNet (12/24),1
-42.79229,55.74033,Final Refined EEGNet (12/24),1
-48.940285,55.90369,Final Refined EEGNet (12/24),1
-63.71055,32.19618,Final Refined EEGNet (12/24),1
-51.861343,54.456036,Final Refined EEGNet (12/24),1
-62.408234,31.637072,Final Refined EEGNet (12/24),1
-49.568855,56.65451,Final Refined EEGNet (12/24),1
-47.1487,55.968285,Final Refined EEGNet (12/24),1
-64.752556,7.543595,Final Refined EEGNet (12/24),1
-43.218544,55.7279,Final Refined EEGNet (12/24),1
-48.03616,56.90698,Final Refined EEGNet (12/24),1
-49.811985,54.258114,Final Refined EEGNet (12/24),1
-61.564556,31.971058,Final Refined EEGNet (12/24),1
-52.276314,55.16006,Final Refined EEGNet (12/24),1
-46.232788,56.005722,Final Refined EEGNet (12/24),1
-64.597084,6.2024393,Final Refined EEGNet (12/24),1
-43.07371,55.858177,Final Refined EEGNet (12/24),1
-44.046032,55.94289,Final Refined EEGNet (12/24),1
-47.697254,56.602867,Final Refined EEGNet (12/24),1
-64.56202,6.2650223,Final Refined EEGNet (12/24),1
-65.83954,31.292772,Final Refined EEGNet (12/24),1
-51.669384,57.13873,Final Refined EEGNet (12/24),1
-44.619205,56.510372,Final Refined EEGNet (12/24),1
-64.65419,6.7175345,Final Refined EEGNet (12/24),1
-43.63775,55.855076,Final Refined EEGNet (12/24),1
-48.371178,56.774837,Final Refined EEGNet (12/24),1
-65.98193,31.40521,Final Refined EEGNet (12/24),1
-51.020844,57.513,Final Refined EEGNet (12/24),1
-45.1779,56.391014,Final Refined EEGNet (12/24),1
-63.167088,31.510956,Final Refined EEGNet (12/24),1
-51.674175,56.396255,Final Refined EEGNet (12/24),1
-45.617313,56.03173,Final Refined EEGNet (12/24),1
-64.080475,7.076666,Final Refined EEGNet (12/24),1
-42.920246,56.044704,Final Refined EEGNet (12/24),1
-46.505325,56.67546,Final Refined EEGNet (12/24),1
-66.03622,6.2831073,Final Refined EEGNet (12/24),1
-43.51323,56.27397,Final Refined EEGNet (12/24),1
-50.227108,56.78949,Final Refined EEGNet (12/24),1
-65.379875,31.868458,Final Refined EEGNet (12/24),1
-51.6675,56.70061,Final Refined EEGNet (12/24),1
-44.560577,56.2099,Final Refined EEGNet (12/24),1
-47.464664,56.594296,Final Refined EEGNet (12/24),1
-65.27474,31.680428,Final Refined EEGNet (12/24),1
-51.562992,55.99708,Final Refined EEGNet (12/24),1
-44.56649,56.197,Final Refined EEGNet (12/24),1
-64.67505,6.809169,Final Refined EEGNet (12/24),1
-43.389202,55.583347,Final Refined EEGNet (12/24),1
-66.14653,31.028788,Final Refined EEGNet (12/24),1
-50.49259,57.110626,Final Refined EEGNet (12/24),1
-46.793373,56.904636,Final Refined EEGNet (12/24),1
-63.737396,7.3228064,Final Refined EEGNet (12/24),1
-43.690258,55.666225,Final Refined EEGNet (12/24),1
-48.605846,56.491096,Final Refined EEGNet (12/24),1
-64.38893,6.2220683,Final Refined EEGNet (12/24),1
-64.65132,31.637299,Final Refined EEGNet (12/24),1
-51.181114,56.82347,Final Refined EEGNet (12/24),1
-44.89529,56.558857,Final Refined EEGNet (12/24),1
-43.089428,55.314545,Final Refined EEGNet (12/24),1
-48.765766,56.911537,Final Refined EEGNet (12/24),1
-46.198196,55.88964,Final Refined EEGNet (12/24),1
-64.41991,7.4137726,Final Refined EEGNet (12/24),1
-43.317177,55.66146,Final Refined EEGNet (12/24),1
-49.93639,57.499935,Final Refined EEGNet (12/24),1
-66.20934,31.239304,Final Refined EEGNet (12/24),1
-52.137596,56.321182,Final Refined EEGNet (12/24),1
-65.04837,31.397242,Final Refined EEGNet (12/24),1
-51.35953,57.41335,Final Refined EEGNet (12/24),1
-46.672363,56.48657,Final Refined EEGNet (12/24),1
-64.07618,7.674202,Final Refined EEGNet (12/24),1
-43.279243,54.848255,Final Refined EEGNet (12/24),1
-50.952637,57.98448,Final Refined EEGNet (12/24),1
-49.664043,57.455692,Final Refined EEGNet (12/24),1
-66.48505,31.25421,Final Refined EEGNet (12/24),1
-51.585587,56.62669,Final Refined EEGNet (12/24),1
-46.25082,57.198036,Final Refined EEGNet (12/24),1
-64.28438,6.3684344,Final Refined EEGNet (12/24),1
-43.90229,55.565506,Final Refined EEGNet (12/24),1
-43.711494,55.17218,Final Refined EEGNet (12/24),1
-48.985466,56.77968,Final Refined EEGNet (12/24),1
-63.873646,7.0953813,Final Refined EEGNet (12/24),1
-66.31287,30.716597,Final Refined EEGNet (12/24),1
-51.70115,56.880226,Final Refined EEGNet (12/24),1
-45.847534,56.564365,Final Refined EEGNet (12/24),1
